	PCC	SSIM	JS	RMSE
Vstm4	0.14211245866234334	0.04196248419725748	0.5503771906086391	1.30987597988333
Htr3a	0.146584339497543	0.035556284346640134	0.5539361662616766	1.306457546575821
Iqcg	0.1508459174281865	0.06554703042774063	0.5801270413866881	1.3031915304910582
Gm29375	0.0	0.0	1.0	1.5
Fap	0.2549274064107385	0.1298619551783924	0.6018476351071407	1.2207150311102601
Ncf2	0.03441023321311256	0.01991760275346913	0.5974487705304227	1.3896688575246172
Fes	-0.003613462351940474	0.0011896196750320119	0.6296485249593089	1.4167663620738182
Treml2	-0.003330568259159932	0.0798144398329228	0.6931471805599453	1.416566672104889
Dlx1	0.14772459785120126	0.10108019598607973	0.4793888022047716	1.3055844684652147
Hopx	0.008475846459813599	0.0174542986226015	0.28098502964762895	1.4082074801251316
Hspb3	0.01976598213543483	0.0028569333969142717	0.6584653681023276	1.4001671456398093
Cdk6	0.06816203517311133	0.02510561246738396	0.633418342672173	1.3651651657047863
Erbb4	0.17711772683709176	0.12058483153550605	0.3612234960191317	1.2828735504038644
Cmtm5	0.194631166472434	0.15232420145229905	0.37285018770186	1.269148402297829
Procr	0.05628735712357985	0.006552124213996428	0.6514914391603128	1.3738359748357305
Igfbp2	0.3472569116246725	0.21554247325480366	0.39106943417382	1.1425787398471297
Dnase2a	0.05940037790785482	0.02584835261503437	0.5723364151775514	1.3715681697182576
Nckap1l	0.011581355809798613	0.030125166545256786	0.5882397155591838	1.4060004581721883
mt-Nd4l	0.0	0.0	1.0	1.5
Acaa1b	-0.03308929402960885	-0.0015166894781530932	0.6931471805599454	1.4374208110568103
Cacna2d2	0.11402524119328157	0.07516304676113125	0.38537003355730304	1.331145941515594
Rgs2	0.18937434304156794	0.15462022156222038	0.276242945975692	1.2732836737808522
Tgfa	-0.008621421765839368	9.360503093035404e-05	0.44149090092277504	1.4202967448852648
Gm3764	0.06988058234820399	0.07657871718207168	0.31832799696582226	1.3639057281585087
Sp100	0.05724680990978578	0.023551009373647156	0.5961354222163855	1.3731374221761012
Dcx	0.07620838861004374	0.06411368610037463	0.4514835840193362	1.3592583355565315
Lrp5	0.07909662121043959	0.022126876341001144	0.6289954578143802	1.3571318128977454
Lhfp	0.17923108367182106	0.1468217618315406	0.32074410983145196	1.2812251295757344
Sntn	0.028661652836763238	0.00807258899508998	0.6620419440659198	1.3937993737717325
Gadd45g	0.033674311555544366	0.022209494526918942	0.4476511726762073	1.3901983228622137
Adgrg6	0.13717577994500474	0.07385436118641707	0.5907044744371329	1.3136393873928989
Ebf1	0.0995757192017461	0.02587121984947974	0.5354984786077168	1.3419569894733991
Depdc7	0.1549431573392343	0.01328400932753984	0.5405970953624762	1.3000437243883496
Dnah12	0.2619148370423685	0.026006145079956727	0.6115696971627388	1.2149775001683214
Arhgap6	0.053905996200550636	0.050672421596545225	0.5085230286512296	1.3755682489789078
Cck	0.4972664956330154	0.3417819792284393	0.1887620362213306	1.0027297785215958
Pard3b	-0.010533137597701352	0.00599446882931205	0.6445289039309312	1.42164210517113
Il1r1	0.07198715663246645	0.01574725428074405	0.5477775428043683	1.362360336597872
Emcn	0.04643688279842398	0.01645869346288874	0.4948843243066114	1.3809874128329889
Errfi1	0.09011702710595364	0.061404460101449836	0.3499494957842375	1.348987007271787
Clic6	0.35137545169348994	0.2493411220067297	0.4933492736148173	1.1389684353014442
Pla2g16	0.2744731948472989	0.2837344660371994	0.206097847766986	1.2045968663023336
Vcan	0.0378021150176938	0.028840392287128737	0.5363824002116349	1.3872259260713853
Nrm	-0.0588509454262393	-0.0009949702175571116	0.6660545123282828	1.4552325899499634
Trim12c	0.05886647575693085	0.011845926707013541	0.60575748989335	1.371957378523888
Vwf	0.1383306194780175	0.09007557137359078	0.5396671580488469	1.3127599784591106
Timp1	-0.0028908635138807023	0.00027540823473968607	0.6786437524277459	1.4162562363597069
Elfn1	0.08796440239519679	0.051310839666158015	0.452725806412011	1.3505817987851036
Bst2	0.08931415726250351	0.0769636384223696	0.5660961057508328	1.3495820410315902
Gpr37	0.5062971233236276	0.42743126054271735	0.24246234081626505	0.9936829239514708
Crhbp	0.19975987208262197	0.04037267616886418	0.4478005186999283	1.2651008876112435
Egfl8	0.044914850299166316	0.0626491334378184	0.5712621664811985	1.3820891068963923
Tcn2	0.08400763348316534	0.07545497882138218	0.5161223789951668	1.3535083054912036
Zic1	0.20659466546513794	0.2136482190416297	0.31186678997509754	1.2596867344977971
Cmtm8	0.015911579258709858	0.006807403551357104	0.6166342601202609	1.4029172610965266
Maob	0.009992967247287543	0.032453935889344025	0.43348378083425454	1.4071297258978737
Aga	0.0436054379150976	0.03399758255825195	0.4703146127760303	1.3830361977077121
Cyr61	-0.05028406911924646	-0.0075524578767445175	0.6382030487727648	1.4493336876780631
Arap1	0.05921715993028383	0.057333188546723424	0.570281221579231	1.371701746058316
Trim59	0.3505749043235065	0.1925547786598353	0.2825094458389954	1.1396710891099182
Aif1	0.05202497204901922	0.069479128859667	0.5796206526420236	1.376935022396468
Slc6a11	-0.004950723052130169	0.008161709498528956	0.30811899838387946	1.4177099301705762
Vsig10l	-0.004725940668420353	0.02826106217669953	0.6931471805599452	1.417551368147497
S100b	-0.13530938191612954	-0.10175568430971996	0.3298562208388145	1.506857247330436
Hk1os	0.0280894661065236	0.003155546183829839	0.6475274615132549	1.394209836354253
Gm5083	0.0	0.0	1.0	1.5
Ccl24	0.02458804103829667	0.029229212728061987	0.667836159753596	1.3967189831613969
Phldb1	0.42551420054337824	0.2493533797336833	0.20387548099278024	1.0719009277509015
Tbxas1	0.04029860707757678	0.04900162411100503	0.6176784719976548	1.3854251281988668
Elf1	0.05361046017319525	0.01175998026577105	0.5059349803279973	1.3757830787059455
