"","Astro","Endo","Excitatory.L2.3","Excitatory.L4","Excitatory.L5","Excitatory.L6","Inhibitory.Other","Inhibitory.Pvalb","Inhibitory.Sst","Inhibitory.Vip","Micro","Neuron.Other","Olig","Other","Smc"
"1",0.209849660439079,0.145350115668103,0.00767355344070097,0.0781358344509422,5.01760864419998e-17,0.0801304222015917,0.0615026247002163,0.0472821022812473,0.0856649797911792,0.0929034973178512,0,0.0519451015470404,0.0621809484028029,0.0476525216148109,0.029728638144435
"2",0.263926729470401,0.0707967199278135,0,0.0557784940318547,0.00477741515373625,0.0607164488120365,0.0319594340053559,0.0429098166283497,0.0537969740562491,0.0891013444550603,0.0206406005560962,0,0.13620357120751,0.0921898332988458,0.0772026183966908
"3",0.1651348875761,0.0182950577232802,0.0488883887578583,0.0261826910729,0,0.00317876350666808,0.0918785296003639,0.0491932347038671,0.0384933265448427,0.0446874882379842,0.0317577611022741,7.9240553225999e-18,0.306977607318101,0.104738085965102,0.0705941778906589
"4",0.266837848660098,0.0761678495270628,0.0214613237677658,0.0231378299542306,6.63939983757017e-17,0.0563708231477667,0.0299804176088104,0.0617061281707397,0.0185470407708626,0.0476046946770112,2.2665026458281e-33,1.06109935452495e-17,0.179378296381498,0.161047654540969,0.0577600927931862
"5",0.120972186786038,0.0743600128266041,0,0.0670946146416332,0.0135174075869253,0.177195164693626,0.0359028843661971,0.0274859670269831,0.086562452857305,0.0869991704251973,0.0298052465626802,0.0261176447264908,0.0922458341598168,0.0940742626003681,0.0676671507401346
"6",0.147157730743878,0.0632378521090285,0,0.0587485548217498,0.00967181427341794,0.220359339896167,0.0208277320252183,0.0309769494095996,0.0724976215669093,0.0692597154962332,0.0732474589884897,0.0278513172769229,0.0596906771833392,0.0805575365884608,0.0659156996205849
"7",0.130660230274466,0.0417721193761764,0.0378922754176493,0.0672204145975927,8.14819135731436e-17,0.171223410819633,0.0527206511897666,0.0283100425780396,0.0577341216699534,0.0842132793033407,0.0808323417045676,0.0332776294169708,0.0842440435720346,0.0567279849673453,0.0731714551124641
"8",0.147117853061515,0.0694245336345186,0,0.0676214083168295,0.0360082633265025,0.12577404355393,0.0402369691516996,0.0345819422197925,0.0467475757858332,0.129965173671779,0.0279852428916886,0.0373107219152762,0.0671252507339315,0.112179270893832,0.0579217508428722
"9",0.16745835812879,0.0504887475455519,0,0.0745154199515965,0.00602995630942782,0.13685962887382,0.0520865573298844,0.102928139766084,0.0575331172569549,0.0635699165811277,0.0379932311601198,0.0219940628987926,0.112056451964524,0.0456260222862993,0.0708603899470274
"10",0.157051139821087,0.0423838439933792,0.0353301411928229,0.00476629152401364,0.304353835796732,0.00700752943813193,0.0333264713066446,0.0372382984174544,0.0425932102999243,0.0560975490850743,0.0457861601856994,0,0.0636065755832179,0.111002927152078,0.0594560262037404
