,Excitatory L6,Excitatory L5,Inhibitory Sst,Inhibitory Vip,Excitatory L4,Inhibitory Pvalb,Inhibitory Other,Excitatory L2/3,Astro,Other,Endo,Olig,Smc,Neuron Other,Micro
0,0.047519063175433966,0.09642213299147456,0.11567513351025001,0.0774664203774074,0.07231912547135685,0.08502774383238607,0.1540353903081489,0.08434965062533845,0.14120964198733513,0.032323313728382146,0.04815693970692455,0.00032875465066010295,0.01791460940757103,0.02698337935121689,0.000268700876113935
1,0.04572906523761653,0.04792591498546455,0.09171945568213286,0.0765902191419319,0.06613614634286727,0.06273479960062701,0.10110041535894937,0.0001745286087033458,0.12287210207373352,0.0174547925587906,0.08293270843956087,0.1414604911315238,0.1330010434564124,0.000155211316800153,0.010013106064885818
2,0.0407342303567659,0.023299855911179397,0.024611882442224533,0.03422335123095725,0.021522490836347972,0.05212373407655642,0.10050909456861623,0.0001656085589785025,0.03560457714194955,0.10146901029287694,0.023538273313365984,0.28020925032378957,0.0794533686585015,0.16123582741611306,0.021299444871777175
3,0.03761500896563869,0.008570483791221302,0.05042184834369429,0.04428431174858895,0.037329877861569764,0.0649842479846875,0.04746082867381369,0.04450342962726462,0.08661346818692649,0.07231699257067506,0.049803474881080126,0.2528824085230278,0.051929468414445706,0.14618970243315407,0.0050944479942119794
4,0.11325002524859298,0.04445448586870265,0.10750562309935292,0.06442726211068334,0.042634652964151976,0.003749424493639142,0.06427301824255895,0.017105052371781698,0.04363336367296434,0.04100905375115555,0.11169942374858306,0.11041741094007052,0.0692865140467022,0.16645442827717716,0.00010026116388352927
5,0.20986083795000046,0.05699064546530116,0.04468181329587001,0.07675627990389507,0.04038534375660933,0.09295595591741675,0.03835462854658929,0.0005561643787977944,0.07584164307326711,0.052879410671034605,0.02935476890712589,0.01224094463501519,0.13033344338351383,0.00015394121882709023,0.13865417889673645
6,0.21537871365367214,0.02053428787062956,0.11886261300561024,0.0662024541957392,0.06230056745651715,0.05445325711293535,0.08394605376664997,0.01940028291333486,0.06257662881001669,0.05868282230171634,0.04033172667660783,0.06416896242125862,0.06978404955925963,0.0018145781264864293,0.06156300212956602
7,0.09799860209384155,0.14128734167049878,0.058302751254331014,0.11542834558983363,0.023837050320099154,0.048246054457759445,0.07056993919581209,0.0008578972816508106,0.0687782056434745,0.13201878817965823,0.1064484175266656,0.05245963757636668,0.03856072450255334,0.03721954279454861,0.007986701912906562
8,0.09018349416088128,0.16690388553569033,0.061397498448487096,0.04735762095548688,0.00740063802027194,0.11022398273068365,0.12466316418903405,0.01639573810840699,0.07160763351308459,0.07086539704990664,0.008585027450228938,0.09439595275341013,0.09281838417476414,0.03137885687922959,0.005822726030433737
9,0.04440100517655858,0.2567362806762532,0.08163821459720799,0.06519396712408157,0.0027374434341391547,0.04624749784985257,0.06304301781713435,0.0005624855574068087,0.08873201188787024,0.16413494728982606,5.949203648674128e-05,0.07346362058425536,0.019416276942911603,0.0007137355527597477,0.09292000347325606
10,0.0465274378753488,0.1992617189684841,0.04696084917449907,0.11264080871051685,0.06589843842399479,0.08597554101205977,0.06291089730736743,0.0028406128955679507,0.05063541198690003,0.06139082661427143,0.045027039434368935,0.005180945932987151,0.059017741204511906,0.12910422055227372,0.026627509906848083
11,0.04026795699723769,0.0552207596478724,0.080860358481854,0.06026622439923084,0.13898154839993704,0.037276598076658826,0.028482012094678003,0.02293078800230581,0.046417996848846954,0.09150463750859883,0.10340535390365896,0.000519533247581185,0.08481932078955497,0.10669695347475835,0.10234995812722615
12,0.03183238514050634,0.07502973870851971,0.017081127626683183,0.0833461779196012,0.23200394071326383,0.0667586204950576,0.05067954110385888,0.029663486008352807,0.055852339518167884,0.04370578907438291,0.004223685365584846,0.019487805709703977,0.07549825839583554,0.18433159260580045,0.030505511614680847
13,0.10198282495575305,0.05297240840645652,0.04239145565096182,0.11306286928686077,0.16889887929016664,0.0955210535351088,0.0056845048628946975,0.07259361334980298,0.05110725809460009,0.02346768240784785,0.04071180264491998,0.021955266009467254,0.07213135862198707,0.039792040734219415,0.09772698214895306
14,0.03962712709814045,0.015693247054238284,0.1515962288405494,0.02294991687945478,0.0735919092846551,0.011581876367882743,0.06935959840856906,0.1899723958360948,0.03064945248740361,0.1084163983003846,0.07581086834701307,0.0009924265360282754,0.10200261793174772,0.00021784048149290592,0.10753809614634516
15,0.037564727445329425,0.02781118028348065,0.05948174057810244,0.04983038133460443,0.04903450558013687,0.06413844604063627,0.02490828005242057,0.2362901326936668,0.04841292739771258,0.06533239128438909,0.1086963818051627,0.017472951493875555,0.08217913067301323,0.06314733657614689,0.06569948676132249
16,0.07193249616494002,0.035539082621178844,0.042296186383158185,0.034354288983047904,0.07098283748505124,0.05572335904881585,0.08436416288004162,0.1482011711397165,0.08182808264637265,0.058777127202954076,0.08686165750072161,0.0015755791970494353,0.06833573648369538,0.14783639816584754,0.011391834097409155
17,0.05832686378110722,0.047955420432326507,0.0614819160094188,0.1064762600361997,0.001281195234184511,0.006533936239424525,0.07627600406343257,0.1683070447045823,0.046328253128250535,0.0313127204912814,0.06747794989407134,0.00023497883680527478,0.10773050730082138,0.08348725897977538,0.13678969086831858
18,0.032431057078520585,0.044472556892882716,0.0617162887460535,0.05105125919192131,0.042919153882295225,0.09804189379246832,0.013948145112099287,0.004685100711470571,0.0751607816841035,0.0710209294842692,0.03698121419760103,0.027165146667308005,0.0397323922101956,0.00947135497483526,0.3912027253739759
19,0.08610670170126772,0.0028496531313104913,0.07473256278106455,0.2312646553862098,0.015677410777187335,0.017945626005234538,0.12304781306325141,0.011438999256192043,0.17202901983869784,0.10146922823859914,0.015076146358175446,0.0003544105859142501,0.11315774791778922,0.00024631440095545024,0.034603710558150744
20,0.02041052372092256,0.09152958906659542,0.1715615618988207,0.05950178922358919,0.045728167321138616,0.00412282002099339,0.08575110736025551,0.019686159505147145,0.13800694554738707,0.05985489773802676,0.01643329574380766,0.06604168515253528,0.0675632901918892,4.20873143912444e-05,0.15376608019450025
21,0.01386955562776485,0.06843552994373794,0.09592606890315472,0.048520630299125116,0.0014328050535400414,0.0083579078241143,0.03563842409309813,0.11636951743489242,0.07413104552432902,0.03828743558867122,0.028890206304615848,0.3853295254931924,0.08380129726269175,0.0002985463720670666,0.0007115042750051965
22,0.020192800941531495,0.054837727514668234,0.04555333318896094,0.06258329537495835,0.02351154082558157,0.06006825793850775,0.007162106723428858,0.0473762561162827,0.020116698114629166,0.02626985683705586,0.08888260651415779,0.35331867075496143,0.0835960314789324,0.10637926951710092,0.0001515481592425798
23,0.16338900387337696,0.06227926339278632,0.04407997065904028,0.07939151400938516,0.025885587847206584,0.0938225511322583,0.05848086544813514,0.0004288466756530003,0.08471669960398756,0.029142802419035423,0.06540226561399719,0.06648546110442324,0.08738342309461736,0.12550766368620495,0.013604081439892581
24,0.19900835918619222,0.054626221325383625,0.06614280458235532,0.16345662030767752,0.053904314276679834,0.0411979305394377,0.015278100480744211,0.00014236707257361128,0.06813814127697164,0.014414115192455038,0.08035395086111696,0.024841426495938485,0.08738267245531296,7.91751869040911e-05,0.13103380076025678
25,0.24449067656524026,0.06964808278742315,0.08659770964216097,0.10735097970406735,0.05957233363474679,0.03268213056133064,0.07454106849781744,0.027356538237661286,0.05565512515455744,0.02647563610958964,0.04359902118322031,0.0220049225923383,0.14886317739312172,0.001143044480265556,1.9553456459158896e-05
26,0.09339199104116785,0.19435972841871454,0.07854034068459967,0.07699345121394217,0.002034285683903348,0.06023769585736818,0.0799830760848493,0.05804692140142267,0.04145773759999422,0.06321890951293857,0.03029796565016829,0.0997636310441075,0.1129022627470452,0.00045063535450802635,0.008321367705270467
27,0.0549648439884399,0.19024172863260636,0.050683670805897564,0.05465052397996213,0.001135438282518582,0.009935505056894075,0.12342541427962106,0.1224732724081519,0.08390378688806571,0.0001751096094820995,0.15091808155402228,0.04551091443585375,0.005801276426440262,0.10608063736870711,9.979628333722856e-05
28,0.03309877893624624,0.10058708050337822,0.08922738107750619,0.04225928733435734,0.0005882685883275938,0.017326786361342515,0.07254677132932744,0.0923475737855552,0.054509585078140486,0.0930110168227048,0.06592170191513363,0.18686415642367113,0.0397283175163419,0.0027624962609855276,0.10922079806698178
29,0.028978849124304654,0.14374521282135888,0.052814081076739856,0.0968088090983395,0.042491850122458416,0.052108486770525396,0.03342865241567626,0.01300281871223154,0.0746637444887021,0.09198878406341292,0.2628800982592374,0.00015422437628449668,0.027712858791298457,0.07903944047491883,0.00018208940451129075
30,0.04342195612519332,0.06234103791548618,0.060118236206926225,0.06455247976978418,0.1036509145174736,0.0703934477688987,0.04146767215602978,0.00011959802251694904,0.04526912465018141,0.07034506171709529,0.23310545437113986,0.011505243329131816,0.02509802176811827,0.06834895511170393,0.1002627965703205
31,0.05012117247916788,0.041170543034319274,0.05072716479451346,0.04953705270418876,0.11249168447635571,0.06727070810261093,0.05717118905314899,0.005001197895535488,0.044252688492390224,0.04228663220353238,0.2000306496132638,0.006503226096480338,0.08248103816641,0.054701501525817604,0.13625355136226516
