	PCC	SSIM	JS	RMSE
LIMA1	0.5894432331296701	0.12772940779735278	0.3108613326077576	0.906153151371588
GSTP1	0.8461102269516847	0.5105437743837428	0.12295818976401125	0.5547788262872251
PFN1	0.8415857765425002	0.3205688554042472	0.15880008164639658	0.5628751610392837
TAPBP	0.5816745254255821	0.09413449288149536	0.3586901141656237	0.9146862572209314
DSG1	0.7630015145547846	0.3775871927985873	0.1862020484216842	0.6884743792549081
SERPINB2	0.5076969796410811	0.15485328830135262	0.3044762744128672	0.9922731683955976
DAZAP1	0.6048362927676814	0.2294465806744428	0.3391281790020836	0.8890036076780776
RPS23	0.7958631121959789	0.3175991934185705	0.19515170902064066	0.6389630471381286
RHOC	0.6664792254004812	0.17904500326816206	0.34449063879009945	0.8167261163933952
EIF1	0.7500667570386188	0.2606113937541221	0.2397326878350861	0.7070123661738617
FLRT2	0.5607254208627301	0.13312761431132927	0.3776961482599936	0.937309531731402
COX5A	0.6330566086089233	0.2026443123602955	0.326352279220877	0.8566719224896736
RPS18	0.7948006681419477	0.26102815002582364	0.1773631873655699	0.640623652167249
CAST	0.6180030570374148	0.26022249730514624	0.26071293666925666	0.8740674378588704
MMP1	0.4716727247037524	0.1836951688742623	0.3882158187673087	1.027937036297698
HNRNPA1	0.6565074840436665	0.12453519949288075	0.3047297913180793	0.828845601974618
ARF6	0.6569146737758231	0.23092157409448025	0.3141651856616939	0.8283541829726905
RPL36	0.7905400916221579	0.3693103166698836	0.1927164790527482	0.6472401538499326
TGFBI	0.6629170990805704	0.09897734576081264	0.2717999687619714	0.8210760024741066
SF1	0.6605740399330172	0.21474865912014016	0.3152672010348805	0.8239247053790567
FUS	0.6141687655657375	0.15404468888501222	0.3311015570604197	0.8784432075373599
CANX	0.6998297836612042	0.2377881606452061	0.2625048223224993	0.7748163864281601
COL3A1	-0.4205563137626524	-0.0314695071236832	0.4168439758703689	1.6855600337944967
ATP6V0E1	0.535589169498881	0.09094292174828238	0.3844375782145909	0.9637539421461466
ISG15	0.5074464895475699	0.0662644716287305	0.3123276297337597	0.9925255769524836
SPRR1B	0.853359730338552	0.6820050883785459	0.0474908078230648	0.5415538194149276
SAT1	0.7119338855487621	0.13904513067656155	0.23006502541022916	0.7590337468798575
ODC1	0.6227137561745659	0.20037224434772066	0.2866127989599689	0.8686613193016416
EIF4G2	0.7761170334395866	0.3410139588985908	0.19930826899209028	0.6691531462384576
FAU	0.7513635256559179	0.28255128091427584	0.2355834729490141	0.7051758282075216
LRRN1	-0.018290626026076763	0.0005010195350302377	0.6899304988103987	1.4270883827052037
RP11-856M7.6	0.04706370950539356	0.0002800603694455873	0.6887181892688833	1.3805334407355776
MAP2K2	0.5820075048177674	0.11324258871297875	0.3716669148567984	0.9143221480224928
TOMM7	0.6196612825245775	0.1984332461434198	0.34076867328928684	0.8721682377562514
ASS1	0.4026429185279057	0.038713859598752856	0.4026608596822833	1.0930298088086112
DAZAP2	0.5714955571660113	0.10232250979745378	0.3680165086426356	0.9257477440793348
MALL	0.7016490234856645	0.5975504005886485	0.20892471535360185	0.7724648555297976
C1S	0.28785139498699003	0.008708076569687017	0.5591607307685709	1.1934392360007358
SH3BGRL3	0.7886923082947144	0.3203117282126526	0.234909863936892	0.6500887504107198
TMBIM1	0.6328489527352339	0.2268638440043317	0.2528439429993014	0.8569142865710271
TMSB4X	0.7321319923342214	0.1393674450983981	0.2487786164252454	0.7319398987154323
FABP5	0.8280294305629815	0.7084551173541641	0.08552305406443073	0.5864649511045283
RPL3	0.7903525613513529	0.285494986287404	0.2004801955269009	0.6475298273417947
FBL	0.5943731122665401	0.16876028930278292	0.3351913174267357	0.9006962725952183
SLC38A2	0.7229111290133596	0.20498509766568668	0.252941480162412	0.7444311532796573
PSAP	0.6921848473496115	0.1205178458538681	0.2883040169664871	0.7846211221352488
COX6C	0.6716526245898938	0.20468305258340527	0.2703470067027581	0.8103670469732911
CTBP1	0.6022747145671377	0.13936487358965335	0.3839359369060597	0.8918803568112287
ACTN1	0.7249527666473603	0.4690513760932283	0.16820980016011966	0.7416835354147203
HNRNPD	0.6866460574255359	0.3065178720164375	0.2417171568846365	0.7916488395424628
PRPF19	0.5287343721910706	0.10125938857659293	0.3914205604579761	0.9708404892761008
CKB	0.5315332448268268	0.14989502961596354	0.35212071751249074	0.9679532583479152
EIF5A	0.7281881401747146	0.31306810447567324	0.2494315329852888	0.7373084291194364
ZFP36L2	0.5763660792145322	0.12978909094386534	0.2746788132673652	0.92047153218931
CSNK2B	0.6218551447051806	0.14136471634951814	0.3460696169907403	0.8696491882303108
GAPDH	0.6051201013029934	0.21905637329773905	0.35522464292667344	0.8886843069358283
CTSC	0.6012820943029209	0.17550144376070362	0.3470952435741361	0.8929926155317065
SEPT9	0.6760396115347896	0.23604923199313585	0.30201177027370313	0.8049352625711094
ATP1A1	0.7109907931774575	0.21610645987203098	0.2627169542377745	0.7602752223011644
PSMD2	0.7318913889535493	0.27185290374545257	0.2468023832039227	0.7322685450658803
SPP1	0.01448383700485333	0.0018955713709586433	0.5618563397860334	1.4039345875040952
ANXA1	0.8133599140513101	0.4854344222996269	0.0905685989258608	0.6109665882005165
KRT1	0.7255895792982425	0.15162296467953387	0.2208514686746491	0.7408244335897104
PHLDA1	0.6218091940908146	0.2217820340578412	0.3111412414397165	0.8697020247293729
H1F0	0.6300051700886735	0.14113005850183294	0.27636117227697715	0.8602265165772635
DMKN	0.8135582703823104	0.3870249294848765	0.1832890067366096	0.6106418420280247
PSMB1	0.5886995327120561	0.1473031455813937	0.3646851675226821	0.9069735026867584
ITGA3	0.6642667391106961	0.2710161021776189	0.2947305743114829	0.8194306082754095
CDSN	0.6373318940782621	0.12852000765823096	0.2186548822820845	0.8516667258050394
HLA-C	0.6709393514738604	0.1550281193906755	0.2723837533865576	0.8112467547252683
DSG3	0.7697615260510882	0.5895030051548604	0.13846532864390754	0.678584517873657
LGALS1	0.3363536183270558	0.07015489711616851	0.2806848236270379	1.1520819256224308
TUFM	0.6138090140632552	0.1990291509607492	0.3347120369946379	0.8788526451422272
RBM3	0.6985933282298278	0.2891729593717941	0.2546856146342624	0.7764105508945282
MORF4L1	0.6983122015240508	0.10604286081508044	0.273984299980017	0.7767725516210641
