,Astro,Endo,ExcitatoryL2and3,ExcitatoryL4,ExcitatoryL5,ExcitatoryL6,Micro,Olig,OtherEndo,OtherExcitatory,OtherInhibitory,Pvalb,Smc,Sst,VLMC,Vip
0,0.019205818616862998,0.013097639653643205,0.002043492829034709,0.0030871202388790347,0.012353939178558608,0.009032110584345764,0.6310446378812459,0.017084588820999863,0.012012095120354368,0.003114614757188681,0.11246091019555475,0.02072126623305116,0.03080113042298864,0.04173699014385114,0.01654367916699136,0.055659966156449754
1,0.01988372294531605,0.013260956959048017,0.0019978950773684567,0.0030332069109190625,0.012149609255537477,0.00885830008179247,0.6291234119764637,0.017840209206361035,0.011930601192403042,0.0030839827068152434,0.110532143316258,0.02037910751476982,0.03252427219120378,0.040929686285167674,0.018792902315655877,0.055679992064920164
2,0.036560246759753605,0.029382801630186747,0.00659055175658125,0.009535985930016864,0.037009767305544304,0.025841497739583996,0.16576884478196935,0.04435892531888121,0.031830861600086656,0.009854688262193524,0.25571502301692833,0.05495798523647816,0.059543277964513856,0.08580759112862019,0.038245441534778976,0.10899651003388296
3,0.03960937085606031,0.0351630958038668,0.010625803188321369,0.014683673904464038,0.05488857216601831,0.03798027622843248,0.03481541226581776,0.0497747607994598,0.04167403554973734,0.015324687346598113,0.28948506863536827,0.06950489700043185,0.06157974833781246,0.09308611413333617,0.04272937119227174,0.10907511259200323
4,0.03554620586246534,0.03639230259603572,0.01497689179489638,0.01968269137514067,0.07142914361466499,0.05048285533536382,0.010908590198642251,0.04650540971192309,0.04549237448074497,0.02080046219018547,0.288888665938594,0.07499012871478448,0.0554850695008098,0.09074432796293382,0.04183168684152043,0.0958431938812947
5,0.03473472528353502,0.037969764841937204,0.020061418606102787,0.025200705633188054,0.08769454545413116,0.06360882765085457,0.0067525124067770856,0.04590893455076597,0.04896028248498227,0.02653010277985268,0.27236040821878993,0.07466112223809658,0.051509704867043545,0.08152780425819019,0.041156838689611036,0.08136230203614184
6,0.03360546202762299,0.0385376925564651,0.025758377042172917,0.03099966494673597,0.1037640559355432,0.07789366066115791,0.005838417771794852,0.046155037534309176,0.05044283170844426,0.03252360218778016,0.2530952708468258,0.07147012717710421,0.047479568828118456,0.07215929914641839,0.04189146686097099,0.06838546476853549
7,0.03410777464625644,0.04053696057466297,0.031862344038607326,0.03674641559906025,0.11934590773029866,0.09331112571713175,0.005846625532451406,0.04663271033358225,0.051937765349760565,0.03838811276522369,0.2287677354066864,0.06522617296122134,0.04473205265553811,0.061598721433113936,0.044489380439849506,0.056470194816555394
8,0.034577034616375665,0.04133913742766886,0.038574684705092045,0.042800822014488635,0.13513995443241128,0.11098743526624619,0.0058655973793027005,0.046530232268682574,0.05187828120245477,0.044313217597752586,0.2054894369865572,0.05860781355984202,0.04229700511728541,0.052167277358311656,0.04318946042443558,0.04624260964309294
9,0.035587436603946004,0.04278209507793642,0.04485743479348907,0.04783743244607289,0.14818100145856244,0.12841854007742348,0.006047552627119424,0.04664716877244097,0.051373757804823686,0.04834081053613016,0.18244651972415737,0.05050743074210115,0.04105742969807389,0.04319503506390522,0.044898376757413774,0.03782197781640395
10,0.036774967325909465,0.045106916334061706,0.051053565073565635,0.05234093900472294,0.15837479690800785,0.14554075134505973,0.006298403247403544,0.045607694797529894,0.050236162242950085,0.05161024645896491,0.16111471607749117,0.04322480759577046,0.04071264701812687,0.03552071570056815,0.04535902571069793,0.031123645159169763
11,0.03949085880150147,0.0475542118288321,0.05594480097547372,0.05567976736638238,0.16496090883478176,0.16045552129194848,0.00669162898582272,0.04605382322763467,0.04949184444235164,0.0530689084532633,0.14143177466442733,0.036383310846375604,0.04118291154224941,0.029495770280343288,0.0467964690230165,0.02531748943559555
12,0.04341529261831533,0.049511502812397135,0.059360947201120326,0.05751672070893996,0.16887300872241112,0.17418703259903345,0.007142110731974467,0.04672194346164088,0.0483556226127527,0.05396546733228112,0.12430326697569233,0.030746822665833607,0.04248157586910309,0.024406674734946544,0.04765181875888426,0.021360192194673507
13,0.0487140167176337,0.053648973928942086,0.06109509431160362,0.05782493529488208,0.16935276007389075,0.18513816161752744,0.007844045108600834,0.04792278992572427,0.047889266356190625,0.0541229177347587,0.10902014065150639,0.026179575313982018,0.04365001060386369,0.020801398438918754,0.04861227790289834,0.01818363601907675
14,0.056752854184957464,0.05953061978636343,0.06013578640427169,0.055989670148745584,0.16389892765481778,0.19102540895854392,0.009343081731765722,0.0497979162427251,0.04724123773486256,0.052570860769296554,0.09552641078383023,0.0224345248229856,0.04907096821316657,0.018479878426339764,0.05245199395317096,0.015749860184156906
15,0.06944869349399035,0.06487600312064733,0.057273767840729906,0.05325143018994756,0.15522177443277158,0.1925737513682556,0.013379503087544401,0.05277860958316248,0.04637299621653736,0.05026859770460934,0.08342526135320526,0.019246349083169592,0.05560593356977953,0.015975529328877282,0.05604029863123441,0.014261500995538183
16,0.08725501069635316,0.07113774164875879,0.050529351598141474,0.047772239190597046,0.13912903581359068,0.18487751302940908,0.03222440359009279,0.056041491730627356,0.04499786176982208,0.045860190394559845,0.07081627567911444,0.016309625042471507,0.06363863924618508,0.014286563652818917,0.06187554289939547,0.01324851401806229
17,0.0995667562376049,0.06878645562666044,0.03793733254626768,0.037085437633229336,0.10725705685560996,0.15297641437927606,0.1468776398554847,0.05316273703737404,0.038671217559316996,0.03662247762489762,0.05500376951430314,0.012484511380041769,0.0687093583499547,0.012118139798595962,0.06000249691310784,0.01273819868827487
18,0.1018500292268763,0.06910272110605016,0.03669259373287267,0.03642209959048883,0.10499904177098132,0.14838834241773666,0.16535564876482056,0.05279918732835564,0.03893856477067864,0.03643452751110597,0.05258048514382219,0.012351758992048023,0.06789617803134167,0.01195273691858144,0.053050880189966496,0.011185204504273476
19,0.026653218068017143,0.01871770206053186,0.003322355301196593,0.004992845629209655,0.01983293090234009,0.014086363507836736,0.427275673564013,0.024535318841894027,0.018716877758589975,0.00508674839739259,0.18029814928152485,0.03260219334301688,0.04232607268822791,0.05824712129691849,0.022809781059087108,0.10049664830020315
20,0.03717854285068006,0.02882388137749722,0.006316821568579283,0.009159890010062151,0.03582337815512073,0.024742374415063037,0.16292002386024027,0.03876282176315971,0.031092587627168117,0.009442195892842486,0.26250129116118737,0.055254507586928577,0.057075736049165125,0.09095081309040982,0.03701016201419065,0.11294497257770529
