X	Y
24.08588420500263	8867.800069966766
26.384917517674786	10853.26207776905
49.77124718410811	4980.7776640043685
53.473113918182875	8729.177424962336
38.32856184298815	8978.149295459629
46.3154926267552	11547.566359203338
43.98328085984149	1247.8995765932038
37.612810621691935	3280.9802637480934
45.350311850311854	7582.793601293601
50.13700344072569	4691.683640913357
44.297043979812535	2603.599224945926
44.441521651153366	11758.092978551194
48.9578282102844	12817.143809250214
91.88149725031045	3426.174915735321
84.14511966627778	5157.435323646906
61.310395934787216	1480.0390641541392
55.56052130788304	9461.603944409204
58.75377177627741	12633.158039509875
73.60596399099775	10688.079207301824
73.38752389718898	12065.723040430503
81.66815502768351	13121.71030541168
74.05760602113185	4216.013943165921
78.53595908467784	569.0051671412
89.30364673778217	2851.3394525758704
89.81721256363461	5971.554605705504
97.24617916764635	1324.5454385139901
134.01750160565186	3272.789499036608
125.94064051503081	9137.065470020185
122.75309376487385	9265.449904807234
138.48084990465813	3603.864777989648
126.79167387418552	9856.904745430433
133.64985744832498	2651.026817533856
133.4635544208826	9993.975459803054
135.47829931188252	11006.365663322185
133.09269435914013	11766.123323096816
143.7522197558269	4510.078200147984
127.16596127393923	12922.530949105912
154.93925470027818	13714.760391198044
161.6699354221478	7897.517459937815
159.9070197044335	9423.857943349753
168.39476935749585	2553.5340472267985
157.09036392767226	6873.3405355916675
173.70480446011314	7081.700869066164
177.9487930630419	5523.493848136864
166.74453736174803	4053.372718280729
157.1312199036918	6314.988253319713
159.9845518118245	1033.0219326128417
187.9717783772567	2246.444957460053
173.63814262023217	2811.9539800995026
170.8976355876764	11304.52256939036
186.2141201264489	7986.1968387776615
191.09627090184003	1805.978101168404
197.69518823236095	8723.938967838445
188.58451053283767	10627.521561338288
214.45484118736732	11822.7615325532
184.90604125376203	934.0705424649486
224.0120278727087	10469.80466912254
217.97807037053508	5405.770695253769
230.7723562322297	8437.98752636889
253.0161472523091	12753.131171506411
255.12280034759937	1346.5820117314795
235.11766224823543	2669.91797211224
239.60476888867862	6022.428537635425
247.5229863324509	8838.501323537355
282.03272898516605	2801.52331057217
258.58103975535164	5007.211970292704
253.983792271886	3288.2227020357805
272.1241457858769	9984.855226524931
297.10435875943006	1020.5396060352052
258.26415020228603	9739.765544601125
305.8981014364385	10631.295374898908
