	PCC	SSIM	JS	RMSE
Pdgfra	0.12311295243532536	0.10468632188505426	0.5243676278593025	1.3243013611445658
Pthlh	0.36379243222015095	0.2915669008017598	0.3892993526336239	1.1280138011388416
Acta2	0.1131178502902794	0.09875098210645604	0.5672523051656516	1.3318274285429932
Mrc1	-0.01626920647218521	0.0254318814917902	0.22795045629508895	1.4256712148824393
Kcnip2	0.35244840563371904	0.3146040557820505	0.11398593715285517	1.138026005297138
Ctps	0.35539101262271744	0.4130699880069534	0.07822722875974432	1.1354373495506325
Vip	0.431902459023451	0.3788031474701596	0.3844655066901722	1.0659245198198126
Hexb	0.056307335652942325	0.09392240236397832	0.15929984855265086	1.3738214326083706
Gad2	0.14486478299971284	0.16482409329593234	0.3243493244567513	1.307773081998775
Flt1	0.16266442509849469	0.2487731548142497	0.5083178372897513	1.2940908584033077
Bmp4	0.06213393034695619	0.11782909907791747	0.5331973169829867	1.3695737071461644
Gfap	0.05793727742816183	0.16593225635144404	0.5548939703498856	1.3726344907307542
Syt6	0.3921811047846576	0.4100733583965857	0.2661467313366752	1.1025596539102476
Crh	0.3990697623957841	0.36043775174731424	0.4011352416360403	1.09629397298737
Tbr1	0.4113043890837211	0.20038794150246575	0.08720560954224682	1.0850765972190894
Sox10	0.5839275785208851	0.2820952121843636	0.35995481579218425	0.9122197339228252
Anln	0.22105749691375134	0.18384503625721876	0.4021516982874732	1.2481526373695235
Cpne5	0.3804607566655312	0.15465666414491147	0.18310005217946815	1.1131390239628371
Vtn	0.220382829340001	0.20347975224877285	0.4963646553330441	1.2486930532841118
Ttr	0.0093332978360742	0.05462854344052219	0.31660066579968393	1.4075984528010297
Itpr2	0.17595186242494926	0.15693667256145738	0.404630020700012	1.2837820201070358
Lamp5	0.11885680093203085	0.10404717192772546	0.1962779997303071	1.3275113551815436
Rorb	0.4993110388784578	0.40160512224093536	0.19803367265783706	1.0006887239512017
Tmem2	0.15960622795179613	0.26882213996673576	0.2518092922559841	1.2964519058169524
Foxj1	0.2832910210527486	0.2767295686887338	0.4200688971300424	1.1972543413554626
Mfge8	0.13136160772758262	0.10943589064729846	0.482463254366626	1.3180579594785786
Crhbp	0.1469435265359621	0.20947565742295554	0.4751501700726313	1.3061825856012916
Aldoc	0.1748221612691179	0.17523323532197888	0.21602359462098827	1.2846616976705438
Apln	0.02371959434971408	0.051233147083254535	0.4750513356432306	1.3973406210729624
Cnr1	0.2366793115019507	0.258094632781344	0.2147432574451054	1.2355732989167818
Slc32a1	0.2673510219818893	0.13504856819186467	0.3351163785062439	1.2104949219373955
Serpinf1	0.17625075072169372	0.07324769728602014	0.4974445674191046	1.2835491804199062
Plp1	0.5426212672078231	0.46947580884635903	0.3756988105958173	0.956429540313532
