	PCC	SSIM	JS	RMSE
Ppic	0.4011759909308024	0.40719144440184746	0.24125639352623585	1.0943710605358656
Rpl31	0.5639585167891846	0.3462412576766062	0.07866821944493517	0.9338538249756388
Canx	0.4066048941142959	0.4352227774327028	0.1613115269655636	1.0893990140308591
Fxyd3	0.23590918067035865	0.3085696724538408	0.49177866470564596	1.236196440157988
Gpi1	0.3738013894490044	0.08317389822736017	0.09366767551034663	1.119105545112699
Rpl7a	0.5597281042165682	0.333432232391111	0.07962672326917991	0.9383729490809416
Pvalb	0.2239218238587395	0.01788002510572298	0.1422517741952769	1.245855670726959
Ccl8	0.2602195324574118	0.2542949089958628	0.263911978617746	1.216372038105602
Dmpk	0.22025036282747726	0.04265725670947188	0.1847288247051856	1.2487991329053068
Htra3	0.3166667796356989	0.2453277689700408	0.20273483972673534	1.1690450978164195
Ilk	0.5038982672929332	0.4415241417914145	0.15725609292423376	0.9960941046980116
Prg4	0.4267678213857764	0.447836623791622	0.3636060788669697	1.0707307585142247
Lgmn	0.4679006959417966	0.3722943989063369	0.13307028817375655	1.0316000233212517
Gys1	0.15949775568108962	0.016512906262837346	0.17933802427810322	1.2965355716824047
Acta2	0.4243790108967511	0.20955604007645173	0.2082611559233169	1.0729594485377802
Ucp2	0.44038043740018856	0.405991535388678	0.2364174640803792	1.0579409837980676
Gnb2	0.45090115145626897	0.3815722056848622	0.1348847412975881	1.0479492817343126
Ndufa12	0.3523846838725838	0.10029297971919617	0.10815589460549344	1.138081997157864
H2-Eb1	0.5456543771608781	0.4761764286169083	0.13827050317426634	0.9532529809438016
Fhl1	0.18740565626374414	0.02321672432026405	0.1313814613334262	1.2748288855656322
Pltp	0.3915531745020791	0.40307777753650265	0.20411827094865606	1.1031290273562029
Cox17	0.3191040748003772	0.21828528443654455	0.1276630745792415	1.1669583756069646
Mrps24	0.326706467564064	0.2738340183579653	0.16401365934588585	1.1604253810012397
Cacna1s	0.184086452596344	0.02271685640816124	0.17298322308753394	1.2774298786263425
Akr1b3	0.3898121552470469	0.1964714462844416	0.12931793576690614	1.104706155276554
Sparcl1	0.42212654710760894	0.29607845187382875	0.13511580341932627	1.0750566988697767
Ndufa5	0.4122012438784837	0.15329994831332036	0.0946014620837789	1.0842497462499276
Tle6	0.01733534984386937	0.02236298304185044	0.6157351507924083	1.4019020294985884
C1qtnf3	0.3350409644371465	0.26627391695720176	0.3112050583593465	1.1532207382481927
Mybph	0.14308503846145432	0.027587542908335504	0.22586053894977184	1.3091332717019653
Mef2c	0.2997199407173057	0.2114981484554992	0.1338853792878375	1.1834526262446623
Hspa8	0.5369990802477156	0.4090096005705873	0.08169840241771831	0.9622898936934592
Cma1	0.0283462655942118	0.11704076550567903	0.6006946789795496	1.3940256342017443
Rps13	0.5526510290221125	0.4260010996428309	0.07946228882135631	0.9458847403123568
Fetub	0.01535247154960434	0.13334775117381648	0.6552658476236386	1.4033157367110196
Rplp2	0.5131577598123201	0.27229280529507	0.0799996231747826	0.9867545188015912
Rpl22	0.5737717316359856	0.3912826144556456	0.0790506254355682	0.9232857286496032
Cryab	0.24772522973156866	0.2709117431069485	0.15351824464477312	1.2266008073276582
Minos1	0.412618550733116	0.3248440884513584	0.09736042865777153	1.0838647971651114
Jph2	0.2150359906275321	0.12034569952574604	0.1842164119196508	1.252967684637132
Dlst	0.3104177839698874	0.2783604621467733	0.1667445641522945	1.1743783172641709
Coro1a	0.3609735883246889	0.34777861768801555	0.2878449616835745	1.1305099837465489
Myl1	0.2266875656923616	0.023682223902461164	0.12852126217098986	1.2436337357177458
Olfml3	0.5039166324858945	0.4972629737966425	0.2443503935492996	0.9960756673206164
Gapdh	0.322825523770255	0.0260895312648724	0.09023226254022763	1.163764990219026
H2-Aa	0.5461632577657034	0.4862113953918362	0.12917018189599738	0.9527189955430684
Rps27l	0.4197641104522304	0.21518935480680645	0.11390700413432882	1.0772519571091712
Ank1	0.23690804770879614	0.06270237115558101	0.15535670374461588	1.235388159479606
Serpinb6a	0.3852567228320039	0.09242967757224048	0.10979449302514056	1.1088221472968478
Vcp	0.4080558120027497	0.16705166943080538	0.10770787536523888	1.088066347239221
Peg3	0.3261702076555834	0.1665049595740185	0.2056308979781816	1.1608874125809243
Cox6a1	0.4785709609769072	0.3944002662363788	0.12121860411344228	1.0212042293518888
Col5a1	0.5229983178119921	0.1914700104651456	0.1297895489475168	0.9767309580309288
Gm7325	0.1949487725657144	0.02314954338097389	0.3787993320406437	1.26889812627672
Idh3a	0.27219761389969355	0.03782694553977452	0.11964185273260199	1.2064844682798914
Mrpl42	0.32663075047123946	0.06726701015117792	0.1137540147861802	1.1604906285953027
Mmp12	0.0023647263022874487	0.17301617343041722	0.6748800192436192	1.4125404586755823
Grb10	0.3620847792432472	0.15819043429522134	0.17999386060809186	1.1295266448886925
S100a6	0.5734791033093766	0.5151725658790226	0.08227658100175729	0.923602616595063
Laptm4a	0.4609239444824689	0.2739350750658342	0.10828989286942337	1.0383410379230238
Ndufb9	0.32588965127507097	0.07670441505042969	0.09854388705227153	1.1611290614956884
Ndufa8	0.31861856596890564	0.134454417493218	0.11465713952803927	1.1673743478688356
Phb2	0.3820078471261669	0.32455131056582565	0.14632709420259554	1.111748310431667
Oaz1	0.5027649047854005	0.3346382579204175	0.07945520371666838	0.9972312622602636
Rpl5	0.5480737808733339	0.4502683497255472	0.08371584986262458	0.9507115431366824
Park7	0.3366375059008111	0.08787994475979168	0.10665820070772686	1.151835486603177
Mkx	0.4676212290014775	0.5080006014394183	0.5389531433243309	1.0318708940546024
Lmcd1	0.19849073897916464	0.0438325158251596	0.15688880205188827	1.2661036774457577
