,Gad2,Slc32a1,Crhbp,Flt1,Cnr1,Vip,Cpne5,Apln,Pthlh,Crh,Tbr1,Acta2,Lamp5,Rorb,Syt6,Kcnip2,Aldoc,Gfap,Serpinf1,Mfge8,Sox10,Plp1,Pdgfra,Bmp4,Itpr2,Tmem2,Ctps,Anln,Mrc1,Hexb,Ttr,Foxj1,Vtn
0,78.35967876529473,4.005160971743758,35.00653909196213,0.20281146108549986,358.9758042697791,1640.845236029205,72.87950733840212,0.5261922717544187,46.825119869445636,276.07109196599527,152.04294976019116,0.532147646392204,1089.029767445502,92.6272213244615,20.412479838563335,121.4816689980423,116.72626696195036,0.14966574871181623,4.9881694259053555,2.0462354287708138,1.5482886523497459,98.03644471757775,0.38843562276204946,2.1654509715390424,1.0614575800891197,7.030735274939817,124.34860896585664,1.1189958256269645,0.06604061765385719,62.08751820033302,0.06950100811767848,0.1742776812180532,0.282742310337484
1,72.90163333390852,4.653447350522944,32.102117735371955,0.46050533877875754,705.8565570954265,6565.396732389724,59.391446418401806,0.48933820681947465,140.35126366361274,584.4632653165825,115.81985665802543,0.633962103910245,877.7160137141866,129.04332154381478,25.203990935872135,84.2583569066941,235.96921374470924,0.15174969779850633,12.144903495775761,5.673694417696004,0.7291824418468514,276.9417334387311,1.6405257114202991,1.9288913954912739,2.7472769136439377,6.806785856323455,124.25554626537198,1.140904106337133,0.06999709244711462,76.06625541587685,0.08656994567968984,0.22319486623708606,4.939397713727785
2,205.87230863044445,14.299005432516722,85.49539904502132,1.4586756234635634,692.8998070895144,9989.214203612768,62.50125530854604,0.5501108650090794,193.04520061054453,893.3684265867015,94.30509954192573,17.085768146792663,738.9319586735779,107.86403111828805,28.533399003666077,71.27148976790978,290.61802249992496,0.07106856594859333,25.436627724816866,12.252209421866691,1.2138494836253264,271.0407092853438,3.5005121297967903,4.317980828410044,3.3086109917733637,6.485435708449115,117.0771065982232,1.9158484731748322,0.18011024906349404,71.28757555243226,0.06380166612612792,0.22130605539922488,1.9039262773270826
3,123.25926809741115,6.92535510754865,30.693437920028877,0.9012452221255824,300.2784445370977,2946.908737362386,66.23513761642391,0.48555075666230746,102.46248388254764,487.04680878431935,132.59843404748696,3.8423838880911245,918.0221515290375,117.93702956214126,26.20123792439464,144.30904809499543,203.84467693861728,0.1809283588761427,7.313644793672108,4.246428887794905,1.0138539778727356,141.80824028122922,1.2651889374592433,2.8788140306103576,2.0190290765546592,7.191333617444622,137.4424082678065,0.9888477367428791,0.11898678804623505,65.60866777823782,0.0826617352003952,0.18328475452869802,3.4812841889945623
4,320.6127795585948,13.957838881241717,52.52775502162937,0.9969723585882977,443.37444806629105,1939.738752212003,73.72888708185555,0.4398952284740835,125.21540696444683,706.1426088875129,102.75170282941396,5.301424432825316,1145.5977733422744,94.18398503113569,21.61437792755405,103.31979008049136,153.20767727461185,0.25424540794072137,12.196039697719039,3.826994839775579,1.0204614905015224,308.0875505265195,1.5058004415446773,7.2156942376400375,3.2319518147252833,6.426388598930035,135.26875767470062,1.7205114743946137,0.08502313733358255,58.32622537146282,0.06259605566437146,0.20920109415837673,0.8529068720240145
5,113.9625737482664,5.584666736769748,46.28052336071346,0.2686152452199366,401.01658510419725,1747.7741175220885,68.50379420192738,0.57052461676088,65.88531396298075,396.3086161499563,139.42322007760714,0.6496269295008259,1078.153582030611,85.33313350608923,20.10232279715291,115.11088450550533,122.16126892262312,0.13419945195983526,7.594389855692243,2.164759496101802,1.511021768540384,96.41780370870826,0.6706003095990947,3.0730545646389587,1.5052290003507731,6.664565958526636,125.7586567157354,1.4310444368796944,0.06792635700565326,61.59449652231363,0.07225355634831147,0.16326558060946567,0.7310523149213254
6,194.10692442037274,13.05744483737305,36.9710427454188,0.29715783016477443,397.6791468074871,5071.107210818702,68.77311924756214,0.4754160449927446,185.43762250859436,854.2224436932229,108.36307884408521,2.70544086543028,876.2932851823274,118.38612802685869,24.39047074337636,122.02536915017895,310.2804156873796,0.17641132963961628,13.71902735668013,8.451125126412151,0.8203361786318323,121.239811907075,3.5516950930668383,2.9454957397812733,2.622096286075077,7.265257171327958,133.92897591007838,1.3347269103970545,0.0830554906580893,62.97494701223098,0.07373215616503,0.1924481648014605,2.133253215217387
7,155.82937283296118,7.114439682774079,28.76852127203301,0.18120826515478694,342.85196749209126,1304.5775557320947,72.52553169406171,0.4028246380051686,94.62737900553607,551.7966704272578,112.71599533956491,1.1364405061760119,1186.9931791259282,87.14714161998167,19.049862289005745,128.61721785898655,128.6650511564778,0.15837145450227083,6.165316089312472,2.3651140165043683,0.5650216122970315,91.97957624197684,0.8051516157382655,3.256463418205192,1.375863823526957,6.925147253081189,128.41870869411935,1.4694862081017463,0.07900931819739349,56.91163123967739,0.06558067604598779,0.1633704988836045,0.5176783718664432
8,248.64265486785717,16.847907032615606,58.930712661748,1.9894113492274812,540.8099666396449,6641.569619017537,70.60751749179936,0.6241432960223804,288.3910031644561,1352.9291495947716,68.1417374909257,15.795929822690583,902.1865327373358,111.84892256870262,23.405789188124487,88.5917176197123,397.39131724597934,0.21188971521516076,18.49166976368043,10.581133103225355,1.3014099557366516,186.77659533966207,4.950539711655582,4.162305116733149,4.414923780859487,6.8579138351155935,125.65793581604649,1.410147088436642,0.23835290180283245,65.71367697423531,0.06378598900495278,0.22494885187193028,9.713399780506503
9,314.9754712185883,17.05346253081191,86.04267725571081,0.2593995536617424,863.3495028595548,8971.054012263503,58.52949799928389,0.43621853037721553,140.94952106604083,749.7768899023289,99.97859640800105,0.5121328085094289,969.0330270250181,84.56675606954086,22.20024812699449,83.01656635020288,230.98396146077835,0.09346316835507684,22.591972026295277,6.533868825246911,1.2141313174549724,437.0440388723471,2.188544875434161,6.505573159596634,4.146559367405273,6.600161108210935,129.63799479929193,2.0383774269002757,0.07920010241244707,67.86830462261611,0.06927053881752626,0.257184540459334,1.769178006226796
10,872.6496323061579,53.63901639064366,143.21261518748975,0.32279762410728197,1586.6239518967163,16427.48454472367,39.42912355412257,0.3150172714544557,228.0875708921736,1234.5893321880233,63.71005766722937,1.5724306757325635,780.5018515115595,24.43135278665481,20.199560571156624,60.68312164460838,328.23012894240037,0.05933100212504187,36.89944023927999,8.242269673492897,0.6874849808675749,149.6137226885575,5.838890363681485,8.142881965272705,5.019791206055544,6.827768136229075,132.81372551752204,3.2641567742310396,0.08799367692745602,54.99633744477411,0.05680194290971671,0.1829688623458881,5.715389603452866
11,61.01634363864358,3.418381934192185,34.19096737101726,0.5267825797842899,348.4701285449704,1953.165661392601,66.84438055148902,0.6990382435043474,64.72293822668728,324.7579201182714,148.72887339861927,0.9829993605200809,1030.7221651241643,103.8821985071078,22.376485802147958,120.02401487392575,164.18589696832228,0.18952107977518426,7.004089103860364,3.4516256939617187,1.8233994285353705,142.50067903353363,0.5435779966235803,2.0990862776049095,1.3628626971889657,6.912197686051683,129.14894723541957,0.9431341311511913,0.06739745676140167,67.62123752648816,0.08852437079821954,0.17135657767482138,1.0422881721477504
12,538.7075980036,34.65394996214157,176.53964056737166,0.2438341390017446,856.878138047566,10248.50041957138,60.88934231978025,0.441335730660792,183.85211502858257,930.662687450677,87.43568296311717,0.664774164193604,882.1209763716512,79.52310087347817,22.010898994382273,73.07801139259095,319.3562384852683,0.050498697538147175,31.236825881314324,8.319881580712222,1.6848895930823455,291.18268418563866,3.7806689098868698,5.198853462954518,4.213632076038231,6.654780934325694,125.28506978712309,2.315200298691416,0.07076491228344708,67.85998317959103,0.06649816888915412,0.2601197346506778,1.1714316289406965
13,160.09246525703225,6.256846399679513,13.938610942394348,7.280123131002492,491.3958914053405,1521.218206774119,69.58259680064887,0.43861541768647316,60.367155534148864,244.84392365338778,115.69023598609871,22.788071063904,1162.610018129758,134.76797345196837,23.825303564498327,78.78128577061054,126.38189658505074,0.44116565641351596,5.744235825118589,22.152658306473498,1.3072107694732689,114.78123670922601,1.1683414182911571,8.889131053839007,2.662347350536354,5.123461278918957,139.52526461810263,2.3247142631007223,1.009547994477661,63.57057399611629,0.05197935049640863,0.16302941783140232,8.642285174783538
14,34.487643403503654,1.5453877876188755,8.031159416249844,0.06494013181846672,257.4232009369807,1073.945615204756,68.90555190743689,0.4073984104587256,25.366522962957117,124.53429479651453,156.19297954516614,0.46708603689237144,974.3145604374819,112.46584778229816,23.8387932180791,178.73577458830354,114.82034484419611,0.13478714739308767,1.1951220100278395,1.7101558035946798,0.4957557188780315,87.1043813038758,0.16384775237868182,1.4867674034443548,0.8227249534249682,7.0892201365622,135.44493698110546,0.8356777392604482,0.07695510370165613,60.4248654238488,0.0701830170439745,0.15032840502214284,0.4283813288021717
15,164.19506974380192,8.743885312777445,46.45913001639285,0.17831843432370903,673.8882273532109,7777.980511046182,64.44828560101831,0.5244523964145035,56.98522857382009,346.3768691272899,152.537864740789,1.4976896839293787,1000.5711078065355,93.02005381876833,21.964460075101595,101.37950560090047,159.1053368297765,0.12335930926164701,10.149774876578032,2.8979485022913614,1.1529698099060046,123.59186242735854,1.7278967360238384,4.032912434685954,1.6824372842591069,5.971504479093024,124.41264943655926,1.7683737924125615,0.06781406852542445,58.47518854319501,0.06927157052014392,0.18375733653402465,0.35733179274219823
