	PCC	SSIM	JS	RMSE
Htr3a	0.1807805992409756	0.18545733223675556	0.5422522813260525	1.2800151567532507
Ngb	0.09278521037704963	0.10002309837031008	0.4965061923818663	1.34700763889664
Hn1	0.23949504204950176	0.11779317295371125	0.3172887662555656	1.2332923075658082
Thsd7b	0.16539297674048573	0.14871809667441244	0.4697179306854853	1.2919806680128882
Ythdf2	0.12503316229332728	0.021696274345248616	0.5040658880556138	1.3228505869573273
Myh4	0.07595582156381156	0.1010825345829018	0.5962611755280279	1.359444135252485
Pbx3	0.027008769421354818	0.04859726356687612	0.468557788358088	1.3949847530196489
Arl4a	0.07203746394349231	0.0704751213286662	0.5054993266954089	1.3623234095151622
Dhrs3	0.04822806391568138	0.06253987244500459	0.5457341524259034	1.3796897738871
Ndrg2	0.049494245453040035	0.051226105543322686	0.4047801827274205	1.3787717393005705
Lrrtm4	0.3601687962820865	0.1635490788131211	0.363109100112102	1.1312216438151397
Bmp3	0.10276315867730254	0.03792839034435691	0.5865496156998378	1.3395796664048745
Dlx1	0.058861929455859226	0.07353036240934446	0.5796657660639835	1.3719606922533465
Klhl5	0.000926089035590074	0.025213846854019884	0.5579224759001665	1.4135585668548791
Rhebl1	0.10296600655268663	0.038785267566453854	0.4698488297293302	1.339428231334037
Pde1a	0.2598232080616645	0.19394297627089355	0.35296334382074457	1.2166978194591584
Cdk6	0.003756926317242174	0.037473463043543286	0.5353571973834728	1.4115545144858967
Bsg	0.4411798155112189	0.4605741543336543	0.2637223903270057	1.0571851157567262
Pcdha10	0.19605750839615632	0.11752932025199922	0.4348748257930727	1.2680240467781705
Homer1	0.4560846689316866	0.17930425395207256	0.24136873138768425	1.0429912090409137
Cmtm5	0.11059251941373413	0.11711376917418435	0.5257115552269687	1.3337222203939365
Pllp	0.3076742944419109	0.276184221839368	0.4478188676794155	1.176712119048741
Pcdhb14	0.17929955959996546	0.08251447517957627	0.4688657092617152	1.281171682796677
Phkg2	0.16759707151627373	0.015492796779469029	0.531157953326125	1.2902735589662575
Nrn1	0.5331599103541504	0.3505928316564887	0.20446277401871488	0.9662712762427016
Luzp2	0.2704084607862769	0.2636403253459453	0.33720956353308923	1.2079665055072704
Pcdha1	0.12716990204784126	0.1251440505557383	0.4548577537857662	1.3212343455664166
Penk	0.10640303344049536	0.1550652723832754	0.4974994656057478	1.3368597282882784
Rgs2	0.2617764683800512	0.26923795855636323	0.3835891990752586	1.2150913806129553
Mrpl22	0.136516331484426	0.08393085789459026	0.2277454351339837	1.3141412926436595
Camk2d	0.2671023947394352	0.13623856420297792	0.4405768194622839	1.210700297563823
Syt6	0.14866957173894738	0.1717207042557718	0.5114093301686355	1.3048604739672764
Htr5b	0.011751085312001523	0.030048615021386182	0.5499184230934528	1.4058797350328358
Cxxc4	0.13834943971963504	0.05810267385403181	0.4803167693696741	1.3127456419888546
